time,open,high,low,close,tick_volume,spread,real_volume
2025-01-01 00:00:00+00:00,3351.24,3351.24,3327.36,3338.46,3593,295,0
2025-01-01 01:00:00+00:00,3338.46,3344.63,3327.05,3336.09,4130,295,0
2025-01-01 02:00:00+00:00,3336.06,3364.15,3334.37,3362.31,4258,295,0
2025-01-01 03:00:00+00:00,3362.32,3364.55,3340.75,3344.99,3544,295,0
2025-01-01 04:00:00+00:00,3345.28,3366.87,3344.5,3361.25,3446,295,0
2025-01-01 05:00:00+00:00,3361.1,3362.39,3349.51,3353.52,2674,295,0
2025-01-01 06:00:00+00:00,3353.41,3355.3,3338.08,3339.75,2777,295,0
2025-01-01 07:00:00+00:00,3339.59,3350.27,3338.58,3343.92,2583,295,0
2025-01-01 08:00:00+00:00,3343.88,3347.07,3335.25,3345.19,2660,295,0
2025-01-01 09:00:00+00:00,3345.15,3347.81,3337.89,3345.59,2336,295,0
2025-01-01 10:00:00+00:00,3345.61,3347.63,3330.26,3335.24,3294,295,0
2025-01-01 11:00:00+00:00,3335.32,3339.64,3313.09,3333.31,4532,295,0
2025-01-01 12:00:00+00:00,3333.55,3337.42,3324.34,3325.57,3017,295,0
2025-01-01 13:00:00+00:00,3325.57,3347.18,3321.94,3339.42,3454,295,0
2025-01-01 14:00:00+00:00,3339.43,3350.96,3336.89,3346.02,3770,295,0
2025-01-01 15:00:00+00:00,3345.86,3352.4,3330.93,3342.19,3957,295,0
2025-01-01 16:00:00+00:00,3342.34,3358.23,3326.77,3344.51,5742,295,0
2025-01-01 17:00:00+00:00,3344.84,3353.69,3331.54,3351.6,4143,295,0
2025-01-01 18:00:00+00:00,3351.49,3355.88,3330.89,3337.11,4659,295,0
2025-01-01 19:00:00+00:00,3337.09,3343.41,3321.3,3342.23,4027,295,0
2025-01-01 20:00:00+00:00,3342.36,3350.67,3331.69,3347.11,3855,295,0
2025-01-01 21:00:00+00:00,3347.1,3363.11,3337.24,3355.49,4810,295,0
2025-01-01 22:00:00+00:00,3355.46,3361.06,3350.44,3358.83,4117,295,0
2025-01-01 23:00:00+00:00,3358.82,3370.08,3352.05,3367.0,3986,295,0
2025-01-02 00:00:00+00:00,3367.03,3373.48,3357.55,3360.38,2963,295,0
2025-01-02 01:00:00+00:00,3360.15,3365.62,3351.21,3358.95,3697,295,0
2025-01-02 02:00:00+00:00,3359.01,3399.29,3352.96,3388.69,8024,295,0
2025-01-02 03:00:00+00:00,3388.94,3404.5,3377.05,3382.54,5611,295,0
2025-01-02 04:00:00+00:00,3382.78,3397.31,3376.63,3397.31,4028,295,0
2025-01-02 05:00:00+00:00,3397.24,3400.76,3385.95,3387.35,3248,295,0
2025-01-02 06:00:00+00:00,3387.42,3425.93,3386.5,3416.22,4546,295,0
2025-01-02 07:00:00+00:00,3416.33,3417.69,3403.53,3411.31,4161,295,0
2025-01-02 08:00:00+00:00,3411.3,3414.48,3400.73,3408.97,3455,295,0
2025-01-02 09:00:00+00:00,3408.9,3420.55,3407.07,3418.6,3228,295,0
2025-01-02 10:00:00+00:00,3418.62,3441.63,3412.78,3436.3,4875,295,0
2025-01-02 11:00:00+00:00,3435.96,3468.76,3432.81,3466.47,5208,295,0
2025-01-02 12:00:00+00:00,3466.32,3475.45,3456.37,3467.29,5528,295,0
2025-01-02 13:00:00+00:00,3467.28,3473.95,3455.66,3469.62,4124,295,0
2025-01-02 14:00:00+00:00,3469.63,3479.78,3464.37,3478.94,4145,295,0
2025-01-02 15:00:00+00:00,3478.9,3483.11,3458.98,3464.94,4748,295,0
2025-01-02 16:00:00+00:00,3464.97,3509.04,3438.97,3494.26,9903,295,0
2025-01-02 17:00:00+00:00,3493.83,3495.25,3454.94,3462.14,10197,295,0
2025-01-02 18:00:00+00:00,3462.3,3488.32,3447.31,3468.08,7504,295,0
2025-01-02 19:00:00+00:00,3468.13,3477.64,3428.11,3449.09,7375,295,0
2025-01-02 20:00:00+00:00,3448.93,3464.21,3438.86,3463.89,6376,295,0
2025-01-02 21:00:00+00:00,3463.85,3473.4,3458.04,3461.63,4647,295,0
2025-01-02 22:00:00+00:00,3461.95,3474.4,3450.66,3451.97,4771,295,0
2025-01-02 23:00:00+00:00,3451.99,3454.93,3441.64,3452.97,3239,295,0
2025-01-03 00:00:00+00:00,3452.87,3452.87,3420.7,3439.28,3411,295,0
2025-01-03 01:00:00+00:00,3439.02,3455.22,3436.02,3454.32,3477,295,0
2025-01-03 02:00:00+00:00,3454.43,3464.86,3444.89,3448.0,3516,295,0
2025-01-03 03:00:00+00:00,3448.1,3464.32,3441.34,3463.53,3787,295,0
2025-01-03 04:00:00+00:00,3463.57,3475.7,3455.72,3456.44,3607,295,0
2025-01-03 05:00:00+00:00,3456.48,3471.53,3454.55,3468.99,2942,295,0
2025-01-03 06:00:00+00:00,3468.98,3469.52,3454.45,3456.77,2882,295,0
2025-01-03 07:00:00+00:00,3456.89,3459.12,3443.1,3454.46,3075,295,0
2025-01-03 08:00:00+00:00,3454.44,3460.26,3440.55,3441.34,2711,295,0
2025-01-03 09:00:00+00:00,3441.31,3443.07,3430.74,3431.56,3273,295,0
2025-01-03 10:00:00+00:00,3431.7,3441.32,3421.56,3428.88,3514,295,0
2025-01-03 11:00:00+00:00,3428.57,3449.56,3427.65,3442.44,3456,295,0
2025-01-03 12:00:00+00:00,3442.65,3450.8,3437.12,3444.53,2923,295,0
2025-01-03 13:00:00+00:00,3444.63,3466.3,3444.63,3464.54,3464,295,0
2025-01-03 14:00:00+00:00,3464.37,3475.58,3459.87,3462.46,4133,295,0
2025-01-03 15:00:00+00:00,3462.49,3496.09,3461.91,3480.67,6179,295,0
2025-01-03 16:00:00+00:00,3480.54,3535.26,3480.15,3525.77,8383,295,0
2025-01-03 17:00:00+00:00,3525.82,3574.47,3518.66,3563.85,9620,295,0
2025-01-03 18:00:00+00:00,3563.85,3597.26,3563.7,3582.88,8348,295,0
2025-01-03 19:00:00+00:00,3582.97,3592.26,3571.84,3573.85,5386,295,0
2025-01-03 20:00:00+00:00,3573.77,3616.03,3572.64,3604.17,5839,295,0
2025-01-03 21:00:00+00:00,3604.04,3629.33,3601.04,3621.43,5746,295,0
2025-01-03 22:00:00+00:00,3621.58,3622.05,3598.62,3599.24,4734,295,0
2025-01-03 23:00:00+00:00,3599.27,3615.37,3593.76,3613.2,3480,295,0
2025-01-04 00:00:00+00:00,3613.23,3622.76,3608.84,3612.72,2476,295,0
2025-01-04 01:00:00+00:00,3614.86,3616.08,3603.08,3607.94,2364,98,0
2025-01-04 02:00:00+00:00,3607.61,3619.49,3600.65,3601.0,2994,295,0
2025-01-04 03:00:00+00:00,3601.44,3603.04,3581.3,3595.01,3819,295,0
2025-01-04 04:00:00+00:00,3595.04,3599.09,3581.72,3594.97,3122,295,0
2025-01-04 05:00:00+00:00,3595.26,3599.35,3589.95,3596.61,2748,295,0
2025-01-04 06:00:00+00:00,3596.65,3596.75,3582.68,3590.27,2894,295,0
2025-01-04 07:00:00+00:00,3590.32,3595.59,3585.31,3594.96,2256,295,0
2025-01-04 08:00:00+00:00,3595.06,3606.05,3593.73,3599.05,2391,295,0
2025-01-04 09:00:00+00:00,3599.06,3608.65,3591.72,3592.61,2562,295,0
2025-01-04 10:00:00+00:00,3592.63,3602.39,3583.54,3583.62,2899,295,0
2025-01-04 11:00:00+00:00,3583.8,3594.54,3582.42,3588.01,2663,295,0
2025-01-04 12:00:00+00:00,3588.04,3591.37,3570.99,3586.86,2990,295,0
2025-01-04 13:00:00+00:00,3587.02,3603.95,3583.65,3600.57,2502,295,0
2025-01-04 14:00:00+00:00,3600.54,3643.46,3598.95,3634.27,5242,295,0
2025-01-04 15:00:00+00:00,3633.82,3648.32,3626.24,3642.58,4167,295,0
2025-01-04 16:00:00+00:00,3642.88,3645.64,3631.48,3635.44,3383,295,0
2025-01-04 17:00:00+00:00,3635.38,3661.9,3591.35,3606.35,7467,295,0
2025-01-04 18:00:00+00:00,3606.31,3627.18,3600.21,3620.59,5573,295,0
2025-01-04 19:00:00+00:00,3620.67,3633.07,3618.52,3632.09,3680,295,0
2025-01-04 20:00:00+00:00,3632.12,3643.52,3617.88,3625.45,3404,295,0
2025-01-04 21:00:00+00:00,3625.46,3637.95,3622.57,3629.85,3114,295,0
2025-01-04 22:00:00+00:00,3629.75,3667.06,3629.64,3659.14,3797,295,0
2025-01-04 23:00:00+00:00,3659.18,3670.12,3653.32,3656.92,4158,295,0
2025-01-05 00:00:00+00:00,3657.02,3661.61,3645.39,3658.61,2937,295,0
2025-01-05 01:00:00+00:00,3658.62,3664.58,3649.58,3655.4,2860,295,0
2025-01-05 02:00:00+00:00,3655.38,3674.21,3646.63,3648.65,3355,295,0
2025-01-05 03:00:00+00:00,3648.77,3650.26,3629.93,3635.35,3646,295,0
2025-01-05 04:00:00+00:00,3635.23,3644.12,3633.54,3640.15,2824,295,0
2025-01-05 05:00:00+00:00,3639.96,3640.54,3628.07,3636.47,2438,295,0
2025-01-05 06:00:00+00:00,3636.59,3648.08,3635.69,3642.8,2553,295,0
2025-01-05 07:00:00+00:00,3642.82,3642.89,3629.79,3631.68,2298,295,0
2025-01-05 08:00:00+00:00,3631.51,3640.59,3627.52,3637.67,2314,295,0
2025-01-05 09:00:00+00:00,3637.66,3639.78,3628.69,3630.17,2149,295,0
2025-01-05 10:00:00+00:00,3630.19,3631.96,3606.12,3618.58,4023,295,0
2025-01-05 11:00:00+00:00,3618.62,3622.1,3603.4,3607.59,2857,295,0
2025-01-05 12:00:00+00:00,3607.63,3616.77,3601.57,3614.14,3332,295,0
2025-01-05 13:00:00+00:00,3614.24,3619.87,3607.74,3612.07,2669,295,0
2025-01-05 14:00:00+00:00,3611.92,3621.59,3603.67,3613.23,3261,295,0
2025-01-05 15:00:00+00:00,3612.92,3626.7,3611.32,3613.3,3002,295,0
2025-01-05 16:00:00+00:00,3613.29,3627.45,3592.37,3621.71,5203,295,0
2025-01-05 17:00:00+00:00,3621.73,3637.73,3617.95,3628.11,4171,295,0
2025-01-05 18:00:00+00:00,3628.32,3639.67,3622.89,3626.79,3549,295,0
2025-01-05 19:00:00+00:00,3626.8,3646.7,3621.03,3626.59,3124,295,0
2025-01-05 20:00:00+00:00,3626.39,3631.79,3611.33,3629.14,3187,295,0
2025-01-05 21:00:00+00:00,3629.11,3638.57,3624.93,3636.42,2637,295,0
2025-01-05 22:00:00+00:00,3636.45,3656.0,3627.81,3634.22,3391,295,0
2025-01-05 23:00:00+00:00,3634.22,3646.9,3632.65,3644.09,2488,295,0
2025-01-06 00:00:00+00:00,3644.19,3648.34,3633.04,3643.8,2567,295,0
2025-01-06 01:00:00+00:00,3643.73,3654.13,3631.44,3634.5,3525,295,0
2025-01-06 02:00:00+00:00,3634.5,3654.09,3619.48,3620.24,5377,295,0
2025-01-06 03:00:00+00:00,3620.3,3654.37,3608.95,3647.13,5449,295,0
2025-01-06 04:00:00+00:00,3647.18,3683.06,3643.6,3657.23,7605,295,0
2025-01-06 05:00:00+00:00,3657.22,3673.79,3652.63,3663.12,4547,295,0
2025-01-06 06:00:00+00:00,3663.51,3677.3,3659.15,3670.72,4066,295,0
2025-01-06 07:00:00+00:00,3670.83,3697.07,3665.68,3678.88,4934,295,0
2025-01-06 08:00:00+00:00,3679.22,3683.66,3664.18,3664.68,4097,295,0
2025-01-06 09:00:00+00:00,3664.74,3666.95,3641.5,3649.28,4853,295,0
2025-01-06 10:00:00+00:00,3649.25,3659.05,3634.7,3639.59,4272,295,0
2025-01-06 11:00:00+00:00,3639.65,3649.13,3638.76,3643.39,3229,295,0
2025-01-06 12:00:00+00:00,3643.47,3645.32,3631.47,3636.69,3380,295,0
2025-01-06 13:00:00+00:00,3636.62,3658.34,3634.64,3653.35,4016,295,0
2025-01-06 14:00:00+00:00,3653.31,3661.79,3640.0,3641.03,3631,295,0
2025-01-06 15:00:00+00:00,3641.11,3651.58,3623.69,3649.57,5138,295,0
2025-01-06 16:00:00+00:00,3649.64,3702.18,3620.74,3684.18,9473,295,0
2025-01-06 17:00:00+00:00,3684.17,3711.85,3669.75,3711.33,10214,295,0
2025-01-06 18:00:00+00:00,3712.86,3743.77,3689.92,3708.72,8110,295,0
2025-01-06 19:00:00+00:00,3708.73,3708.95,3654.31,3672.49,6936,295,0
2025-01-06 20:00:00+00:00,3672.31,3690.81,3660.69,3680.76,5529,295,0
2025-01-06 21:00:00+00:00,3680.93,3694.27,3673.81,3685.98,4636,295,0
2025-01-06 22:00:00+00:00,3685.98,3702.08,3671.17,3681.78,4696,295,0
2025-01-06 23:00:00+00:00,3681.84,3687.65,3664.77,3665.73,4137,295,0
