time,open,high,low,close,tick_volume,spread,real_volume
2023-01-16 16:00:00+00:00,1.08152,1.08252,1.08132,1.08213,5146,11,0
2023-01-16 17:00:00+00:00,1.08213,1.08286,1.08157,1.08247,4471,11,0
2023-01-16 18:00:00+00:00,1.08247,1.08258,1.08168,1.08242,3401,11,0
2023-01-16 19:00:00+00:00,1.08242,1.08259,1.08111,1.08131,2012,11,0
2023-01-16 20:00:00+00:00,1.08131,1.0814300000000001,1.08102,1.08124,856,11,0
2023-01-16 21:00:00+00:00,1.08124,1.08191,1.0812,1.08189,865,11,0
2023-01-16 22:00:00+00:00,1.08189,1.08201,1.08169,1.08199,718,11,0
2023-01-16 23:00:00+00:00,1.082,1.08242,1.08183,1.08231,709,11,0
2023-01-17 00:00:00+00:00,1.08209,1.08225,1.08152,1.0822,1361,16,0
2023-01-17 01:00:00+00:00,1.0822,1.0832,1.08211,1.08293,2737,11,0
2023-01-17 02:00:00+00:00,1.08292,1.08332,1.0825,1.08281,3202,11,0
2023-01-17 03:00:00+00:00,1.08281,1.08311,1.08135,1.08168,5660,11,0
2023-01-17 04:00:00+00:00,1.08168,1.08323,1.08058,1.08137,4979,11,0
2023-01-17 05:00:00+00:00,1.08137,1.0828,1.08131,1.08247,3422,11,0
2023-01-17 06:00:00+00:00,1.08247,1.08282,1.08216,1.08257,3097,11,0
2023-01-17 07:00:00+00:00,1.08256,1.08319,1.08213,1.08305,3417,11,0
2023-01-17 08:00:00+00:00,1.08304,1.0835,1.08129,1.0814,4500,11,0
2023-01-17 09:00:00+00:00,1.0814,1.08291,1.08114,1.08276,7281,11,0
2023-01-17 10:00:00+00:00,1.08276,1.08381,1.08224,1.08268,7477,11,0
2023-01-17 11:00:00+00:00,1.08267,1.08305,1.08104,1.0817,6428,11,0
2023-01-17 12:00:00+00:00,1.08169,1.0827,1.08085,1.0821,6805,11,0
2023-01-17 13:00:00+00:00,1.0821,1.08332,1.08129,1.08318,5715,11,0
2023-01-17 14:00:00+00:00,1.08318,1.08571,1.08218,1.0852,7698,11,0
2023-01-17 15:00:00+00:00,1.0852,1.08574,1.08357,1.0842,10552,11,0
2023-01-17 16:00:00+00:00,1.0842,1.08689,1.08417,1.08627,11549,11,0
2023-01-17 17:00:00+00:00,1.08627,1.08633,1.07945,1.08013,16208,11,0
2023-01-17 18:00:00+00:00,1.08013,1.08087,1.07856,1.07922,9433,11,0
2023-01-17 19:00:00+00:00,1.07922,1.07981,1.07737,1.07817,5841,11,0
2023-01-17 20:00:00+00:00,1.07817,1.07959,1.07792,1.07946,4035,11,0
2023-01-17 21:00:00+00:00,1.07946,1.08033,1.07907,1.07929,4873,11,0
2023-01-17 22:00:00+00:00,1.07929,1.07966,1.07862,1.07931,3802,11,0
2023-01-17 23:00:00+00:00,1.07931,1.07933,1.07872,1.07873,1655,11,0
2023-01-18 00:00:00+00:00,1.0787,1.07923,1.0785,1.07901,1488,18,0
2023-01-18 01:00:00+00:00,1.07901,1.07929,1.0784799999999999,1.07889,2350,11,0
2023-01-18 02:00:00+00:00,1.07889,1.07911,1.07819,1.0783800000000001,3218,11,0
2023-01-18 03:00:00+00:00,1.0783800000000001,1.07957,1.07828,1.07955,3703,11,0
2023-01-18 04:00:00+00:00,1.07955,1.07988,1.07654,1.07867,8318,11,0
2023-01-18 05:00:00+00:00,1.07867,1.07886,1.07676,1.0772599999999999,9046,11,0
2023-01-18 06:00:00+00:00,1.0772599999999999,1.07772,1.07667,1.0774,5281,11,0
2023-01-18 07:00:00+00:00,1.07742,1.07796,1.07675,1.07791,5078,11,0
2023-01-18 08:00:00+00:00,1.07791,1.07905,1.07789,1.07892,6370,11,0
2023-01-18 09:00:00+00:00,1.07891,1.08361,1.07891,1.0825,11813,11,0
2023-01-18 10:00:00+00:00,1.0825,1.0851,1.0824799999999999,1.08426,10731,11,0
2023-01-18 11:00:00+00:00,1.08426,1.0871,1.08363,1.08695,7865,11,0
2023-01-18 12:00:00+00:00,1.08695,1.08696,1.08491,1.08519,7228,11,0
2023-01-18 13:00:00+00:00,1.0852,1.08536,1.08112,1.08146,7090,11,0
2023-01-18 14:00:00+00:00,1.08146,1.08333,1.08128,1.08235,7088,11,0
2023-01-18 15:00:00+00:00,1.08235,1.08674,1.08218,1.08579,13093,11,0
2023-01-18 16:00:00+00:00,1.08578,1.08869,1.08477,1.08634,11486,11,0
2023-01-18 17:00:00+00:00,1.08638,1.08682,1.08262,1.08328,7514,11,0
2023-01-18 18:00:00+00:00,1.08328,1.08355,1.0813,1.08262,10530,11,0
2023-01-18 19:00:00+00:00,1.08262,1.08274,1.07868,1.07954,8731,11,0
