time,open,high,low,close,volume,tick_volume,spread
2025-09-18T18:00:00+00:00,46140.85,46213.63,46059.45,46103.05,19688,251,0
2025-09-18T19:00:00+00:00,46102.4,46277.3,46088.35,46272.35,13124,251,0
2025-09-18T20:00:00+00:00,46272.15,46287.45,46145.65,46163.15,12704,251,0
2025-09-18T21:00:00+00:00,46163.65,46206.25,46095.75,46187.35,10207,251,0
2025-09-18T22:00:00+00:00,46187.55,46213.55,46105.95,46153.35,14265,251,0
2025-09-18T23:00:00+00:00,46154.05,46197.97,46143.77,46192.07,2743,251,0
2025-09-19T01:00:00+00:00,46201.42,46245.14,46199.81,46229.97,1646,326,0
2025-09-19T02:00:00+00:00,46230.12,46241.47,46221.07,46223.17,1024,326,0
2025-09-19T03:00:00+00:00,46223.07,46244.67,46160.37,46183.57,2304,326,0
2025-09-19T04:00:00+00:00,46183.37,46216.72,46172.97,46209.07,1781,326,0
2025-09-19T05:00:00+00:00,46208.57,46217.97,46169.47,46182.07,1287,326,0
2025-09-19T06:00:00+00:00,46182.27,46231.22,46179.67,46197.22,2415,326,0
2025-09-19T07:00:00+00:00,46197.37,46200.47,46143.27,46190.77,3049,326,0
2025-09-19T08:00:00+00:00,46191.37,46196.77,46123.97,46140.77,1938,326,0
2025-09-19T09:00:00+00:00,46140.67,46151.87,46067.17,46078.39,4308,301,0
2025-09-19T10:00:00+00:00,46077.89,46128.39,46035.39,46117.39,5572,301,0
2025-09-19T11:00:00+00:00,46118.24,46169.79,46095.79,46151.29,2840,301,0
2025-09-19T12:00:00+00:00,46152.19,46167.19,46130.49,46135.49,2276,301,0
2025-09-19T13:00:00+00:00,46135.79,46148.19,46114.09,46138.79,2181,301,0
2025-09-19T14:00:00+00:00,46139.05,46174.55,46125.25,46172.15,2522,251,0
2025-09-19T15:00:00+00:00,46169.45,46224.55,46166.95,46203.55,3251,251,0
2025-09-19T16:00:00+00:00,46203.85,46324.93,46090.35,46174.25,23224,251,0
2025-09-19T17:00:00+00:00,46174.65,46234.05,46112.45,46149.65,23355,251,0
2025-09-19T18:00:00+00:00,46150.0,46187.65,46075.25,46146.45,14893,251,0
2025-09-19T19:00:00+00:00,46146.55,46261.75,46138.85,46238.35,9147,251,0
2025-09-19T20:00:00+00:00,46238.45,46293.0,46205.75,46285.75,7525,251,0
2025-09-19T21:00:00+00:00,46285.45,46289.15,46237.35,46285.75,7507,251,0
2025-09-19T22:00:00+00:00,46286.25,46371.73,46274.7,46284.05,13009,251,0
2025-09-19T23:00:00+00:00,46284.25,46294.32,46238.17,46252.27,3282,251,0
2025-09-22T01:00:00+00:00,46275.97,46284.57,46232.07,46249.77,1624,326,0
2025-09-22T02:00:00+00:00,46250.07,46253.87,46223.67,46227.07,729,326,0
2025-09-22T03:00:00+00:00,46227.37,46254.77,46194.77,46202.48,2280,326,0
2025-09-22T04:00:00+00:00,46202.88,46234.38,46197.88,46216.07,2058,326,0
2025-09-22T05:00:00+00:00,46215.47,46227.57,46206.17,46222.77,1716,326,0
2025-09-22T06:00:00+00:00,46221.97,46258.32,46211.17,46250.97,1591,326,0
2025-09-22T07:00:00+00:00,46251.37,46258.17,46229.27,46230.97,1132,326,0
2025-09-22T08:00:00+00:00,46231.57,46251.37,46229.57,46231.02,1706,326,0
2025-09-22T09:00:00+00:00,46230.22,46235.97,46203.09,46210.79,3728,301,0
2025-09-22T10:00:00+00:00,46209.92,46227.62,46110.19,46159.09,8756,301,0
2025-09-22T11:00:00+00:00,46157.79,46203.79,46135.92,46170.29,3911,301,0
2025-09-22T12:00:00+00:00,46170.49,46178.19,46136.19,46148.59,2237,301,0
2025-09-22T13:00:00+00:00,46148.19,46186.19,46144.69,46146.09,1665,301,0
2025-09-22T14:00:00+00:00,46146.35,46152.05,46119.55,46145.25,2078,251,0
2025-09-22T15:00:00+00:00,46144.85,46145.95,46088.75,46098.35,2443,251,0
2025-09-22T16:00:00+00:00,46097.75,46197.73,46013.53,46190.15,17698,251,0
2025-09-22T17:00:00+00:00,46190.85,46324.63,46139.62,46322.73,15985,251,0
2025-09-22T18:00:00+00:00,46321.83,46369.98,46294.58,46322.77,20760,251,0
2025-09-22T19:00:00+00:00,46322.97,46368.53,46296.28,46358.85,23442,251,0
2025-09-22T20:00:00+00:00,46359.05,46418.23,46335.38,46360.15,13830,251,0
2025-09-22T21:00:00+00:00,46359.58,46398.75,46332.35,46393.05,7790,251,0
2025-09-22T22:00:00+00:00,46394.05,46433.75,46367.45,46369.55,8527,251,0
2025-09-22T23:00:00+00:00,46369.65,46371.82,46333.57,46360.97,2102,251,0
2025-09-23T01:00:00+00:00,46359.77,46370.67,46350.32,46363.44,1144,326,0
2025-09-23T02:00:00+00:00,46363.37,46398.52,46355.97,46376.82,825,326,0
2025-09-23T03:00:00+00:00,46377.07,46396.62,46364.37,46389.02,1374,326,0
2025-09-23T04:00:00+00:00,46388.42,46415.72,46386.22,46395.37,1149,326,0
2025-09-23T05:00:00+00:00,46395.52,46411.42,46390.02,46391.47,806,326,0
2025-09-23T06:00:00+00:00,46391.12,46405.52,46388.02,46388.12,482,326,0
2025-09-23T07:00:00+00:00,46387.62,46389.52,46360.12,46371.22,790,326,0
2025-09-23T08:00:00+00:00,46370.72,46422.92,46365.72,46395.87,1093,326,0
2025-09-23T09:00:00+00:00,46395.92,46416.04,46384.42,46414.29,1536,301,0
2025-09-23T10:00:00+00:00,46413.74,46415.59,46380.19,46393.49,3402,168,0
2025-09-23T11:00:00+00:00,46393.19,46443.79,46376.17,46442.59,2483,168,0
2025-09-23T12:00:00+00:00,46442.44,46459.49,46424.49,46444.74,1318,301,0
2025-09-23T13:00:00+00:00,46446.64,46451.79,46391.57,46423.34,1467,301,0
2025-09-23T14:00:00+00:00,46423.6,46440.3,46404.8,46435.15,1724,251,0
2025-09-23T15:00:00+00:00,46435.25,46445.85,46423.45,46436.17,2036,251,0
2025-09-23T16:00:00+00:00,46436.22,46694.55,46422.05,46689.67,20492,251,0
2025-09-23T17:00:00+00:00,46690.07,46719.0,46549.5,46586.75,20919,251,0
2025-09-23T18:00:00+00:00,46586.8,46601.85,46412.4,46413.1,13132,251,0
2025-09-23T19:00:00+00:00,46412.7,46459.7,46363.92,46387.6,13340,251,0
2025-09-23T20:00:00+00:00,46387.9,46405.8,46208.95,46270.1,24653,251,0
2025-09-23T21:00:00+00:00,46272.45,46298.9,46215.45,46237.9,17424,251,0
2025-09-23T22:00:00+00:00,46237.75,46346.8,46236.4,46304.5,15143,251,0
2025-09-23T23:00:00+00:00,46304.45,46319.82,46292.82,46309.02,2317,251,0
2025-09-24T01:00:00+00:00,46317.1,46344.67,46315.47,46330.17,932,326,0
2025-09-24T02:00:00+00:00,46330.87,46331.02,46319.37,46322.37,505,326,0
2025-09-24T03:00:00+00:00,46322.52,46344.32,46285.02,46334.52,1979,326,0
2025-09-24T04:00:00+00:00,46335.82,46339.72,46306.02,46322.22,1679,326,0
2025-09-24T05:00:00+00:00,46322.62,46344.82,46314.52,46343.42,1324,326,0
2025-09-24T06:00:00+00:00,46343.25,46351.42,46332.92,46351.42,916,326,0
2025-09-24T07:00:00+00:00,46351.32,46368.57,46344.42,46364.5,763,326,0
2025-09-24T08:00:00+00:00,46364.1,46378.07,46357.7,46378.07,845,326,0
2025-09-24T09:00:00+00:00,46378.5,46395.87,46366.57,46372.97,1691,326,0
2025-09-24T10:00:00+00:00,46373.97,46382.07,46287.67,46359.35,4013,301,0
2025-09-24T11:00:00+00:00,46359.37,46360.35,46292.17,46310.57,2847,326,0
2025-09-24T12:00:00+00:00,46310.75,46333.05,46297.17,46314.67,1640,326,0
2025-09-24T13:00:00+00:00,46314.65,46321.07,46281.9,46310.32,1582,326,0
2025-09-24T14:00:00+00:00,46309.92,46348.55,46309.67,46332.69,2131,251,0
2025-09-24T15:00:00+00:00,46332.26,46379.89,46328.21,46379.26,2874,263,0
2025-09-24T16:00:00+00:00,46378.75,46455.91,46307.17,46351.36,21967,251,0
2025-09-24T17:00:00+00:00,46350.56,46379.7,46299.5,46321.58,21203,251,0
2025-09-24T18:00:00+00:00,46320.22,46337.7,46121.1,46140.38,19234,251,0
2025-09-24T19:00:00+00:00,46140.28,46204.0,46100.03,46150.15,20243,251,0
2025-09-24T20:00:00+00:00,46151.45,46216.9,46101.3,46124.78,13797,251,0
2025-09-24T21:00:00+00:00,46124.98,46157.98,46079.7,46146.0,12165,251,0
2025-09-24T22:00:00+00:00,46145.96,46145.96,46093.0,46104.98,13112,251,0
2025-09-24T23:00:00+00:00,46105.4,46166.49,46101.6,46154.99,2331,251,0
2025-09-25T01:00:00+00:00,46156.57,46161.79,46141.59,46157.39,1012,326,0
2025-09-25T02:00:00+00:00,46158.57,46169.32,46139.77,46167.47,643,326,0
2025-09-25T03:00:00+00:00,46168.37,46196.87,46160.87,46186.77,1789,326,0
2025-09-25T04:00:00+00:00,46186.57,46206.72,46176.67,46191.57,1032,326,0
2025-09-25T05:00:00+00:00,46191.82,46203.37,46185.07,46202.52,703,326,0
2025-09-25T06:00:00+00:00,46201.82,46212.57,46191.82,46211.02,514,326,0
2025-09-25T07:00:00+00:00,46212.22,46218.57,46173.62,46181.52,764,326,0
2025-09-25T08:00:00+00:00,46181.12,46182.22,46153.97,46174.52,1234,326,0
2025-09-25T09:00:00+00:00,46174.62,46182.12,46109.29,46122.54,2056,301,0
2025-09-25T10:00:00+00:00,46123.49,46153.84,46061.14,46131.94,4855,301,0
2025-09-25T11:00:00+00:00,46132.69,46172.99,46116.59,46139.54,3033,301,0
2025-09-25T12:00:00+00:00,46133.54,46169.24,46132.59,46161.14,2931,301,0
2025-09-25T13:00:00+00:00,46161.29,46173.64,46114.64,46126.04,3028,301,0
2025-09-25T14:00:00+00:00,46126.3,46128.25,46031.25,46043.6,6031,251,0
2025-09-25T15:00:00+00:00,46043.05,46094.45,45950.7,45990.42,8945,140,0
2025-09-25T16:00:00+00:00,45990.22,46065.55,45877.75,45930.22,35663,251,0
2025-09-25T17:00:00+00:00,45931.27,46124.55,45910.53,46106.61,30890,251,0
2025-09-25T18:00:00+00:00,46107.01,46110.88,45941.26,46046.6,23703,251,0
2025-09-25T19:00:00+00:00,46046.1,46066.15,45982.75,45992.87,18238,251,0
2025-09-25T20:00:00+00:00,45992.97,46024.15,45837.3,45838.05,20958,251,0
2025-09-25T21:00:00+00:00,45839.45,45977.04,45777.3,45950.45,22941,251,0
2025-09-25T22:00:00+00:00,45951.18,45979.85,45891.23,45948.23,17187,251,0
2025-09-25T23:00:00+00:00,45951.88,45989.34,45938.54,45961.14,3410,251,0
2025-09-26T01:00:00+00:00,45963.05,46006.29,45945.45,45960.39,1699,326,0
2025-09-26T02:00:00+00:00,45961.57,45969.57,45932.57,45952.17,1569,326,0
2025-09-26T03:00:00+00:00,45951.47,45979.27,45929.77,45974.27,2436,326,0
2025-09-26T04:00:00+00:00,45974.67,45983.27,45938.37,45958.67,2680,326,0
2025-09-26T05:00:00+00:00,45958.87,46007.37,45955.37,45981.27,1820,326,0
2025-09-26T06:00:00+00:00,45980.97,45983.57,45933.67,45965.47,1631,326,0
2025-09-26T07:00:00+00:00,45965.17,45979.77,45922.77,45927.57,2002,326,0
2025-09-26T08:00:00+00:00,45927.87,45978.37,45922.57,45976.97,1903,326,0
